stid,scid,group,gender,ethnicity,Spe.ed,year,scale,sp,stand
920144,Goodman,T,Male,Hispanic,No,2,1688,no,Meets
920739,Goodman,T,Male,Hispanic,No,2,1283,no,Notapproach
920985,Goodman,T,Female,Hispanic,No,2,1578,no,Approaches
921929,Goodman,T,Male,Hispanic,No,0,1265,no,Notapproach
921929,Goodman,T,Male,Hispanic,No,1,1518,no,Approaches
921976,Goodman,T,Female,Hispanic,No,0,1330,no,Notapproach
921976,Goodman,T,Female,Hispanic,No,1,1488,no,Approaches
921976,Goodman,T,Female,Hispanic,No,2,1625,no,Meets
923892,Goodman,T,Male,Hispanic,No,0,1247,no,Notapproach
923892,Goodman,T,Male,Hispanic,No,1,1503,no,Approaches
923892,Goodman,T,Male,Hispanic,No,2,1578,no,Approaches
924212,OrangeGrove,C,Female,Hispanic,No,0,1421,no,Approaches
924212,OrangeGrove,C,Female,Hispanic,No,1,1474,no,Approaches
924212,OrangeGrove,C,Female,Hispanic,No,2,1476,no,Notapproach
924612,OrangeGrove,C,Male,Afamerican,No,0,1533,no,Meets
924612,OrangeGrove,C,Male,Afamerican,No,1,1782,no,Masters
924639,OrangeGrove,C,Male,Hispanic,No,0,1454,no,Approaches
924639,OrangeGrove,C,Male,Hispanic,No,1,1565,no,Approaches
925052,OrangeGrove,C,Male,Hispanic,Yes,0,1559,no,Meets
925052,OrangeGrove,C,Male,Hispanic,Yes,1,1782,no,Masters
925052,OrangeGrove,C,Male,Hispanic,Yes,2,2078,no,Masters
925101,OrangeGrove,C,Female,Hispanic,No,1,1518,no,Approaches
925101,OrangeGrove,C,Female,Hispanic,No,2,1647,no,Meets
925698,OrangeGrove,C,Female,Hispanic,No,1,1467,no,Approaches
925699,Goodman,T,Male,Hispanic,No,2,1490,no,Notapproach
925958,OrangeGrove,C,Male,Hispanic,No,0,1421,no,Approaches
925958,OrangeGrove,C,Male,Hispanic,No,1,1601,no,Meets
925958,OrangeGrove,C,Male,Hispanic,No,2,1519,no,Approaches
926552,Goodman,T,Female,Afamerican,No,0,1298,no,Notapproach
926625,Goodman,T,Male,Afamerican,Yes,0,1282,no,Notapproach
926625,Goodman,T,Male,Afamerican,Yes,1,1589,no,Meets
926625,Goodman,T,Male,Afamerican,Yes,2,1739,no,Masters
927504,Goodman,T,Male,Asian,Yes,0,1533,no,Meets
927504,Goodman,T,Male,Asian,Yes,1,1733,no,Masters
929686,OrangeGrove,C,Male,Hispanic,No,0,1596,no,Masters
929686,OrangeGrove,C,Male,Hispanic,No,1,1643,no,Meets
929686,OrangeGrove,C,Male,Hispanic,No,2,1809,no,Masters
929710,OrangeGrove,C,Female,Hispanic,No,0,1511,no,Meets
929710,OrangeGrove,C,Female,Hispanic,No,1,1670,no,Masters
929710,OrangeGrove,C,Female,Hispanic,No,2,1688,no,Meets
929747,OrangeGrove,C,Male,Hispanic,No,0,1486,no,Meets
929747,OrangeGrove,C,Male,Hispanic,No,1,1643,no,Meets
929755,OrangeGrove,C,Male,Hispanic,No,0,1511,no,Meets
929755,OrangeGrove,C,Male,Hispanic,No,1,1503,no,Approaches
929755,OrangeGrove,C,Male,Hispanic,No,2,1594,no,Approaches
929776,OrangeGrove,C,Female,Hispanic,No,0,1511,no,Meets
929776,OrangeGrove,C,Female,Hispanic,No,1,1670,no,Masters
929776,OrangeGrove,C,Female,Hispanic,No,2,1770,no,Masters
929778,OrangeGrove,C,Male,Hispanic,No,0,1421,no,Approaches
929778,OrangeGrove,C,Male,Hispanic,No,1,1503,no,Approaches
929778,OrangeGrove,C,Male,Hispanic,No,2,1625,no,Meets
929793,OrangeGrove,C,Female,Hispanic,No,0,1511,no,Meets
929794,OrangeGrove,C,Female,Hispanic,No,0,1330,no,Notapproach
929794,OrangeGrove,C,Female,Hispanic,No,1,1467,no,Approaches
929796,OrangeGrove,C,Female,Hispanic,No,0,1390,no,Approaches
929796,OrangeGrove,C,Female,Hispanic,No,1,1467,no,Approaches
929796,OrangeGrove,C,Female,Hispanic,No,2,1563,no,Approaches
929815,OrangeGrove,C,Male,Hispanic,No,0,1533,no,Meets
929815,OrangeGrove,C,Male,Hispanic,No,1,1621,no,Meets
929815,OrangeGrove,C,Male,Hispanic,No,2,1647,no,Meets
929822,OrangeGrove,C,Female,Hispanic,No,0,1889,no,Masters
929822,OrangeGrove,C,Female,Hispanic,No,1,1782,no,Masters
929827,OrangeGrove,C,Male,Hispanic,No,1,1621,no,Meets
929830,Goodman,T,Male,Hispanic,No,0,1454,no,Approaches
929830,Goodman,T,Male,Hispanic,No,1,1621,no,Meets
929830,Goodman,T,Male,Hispanic,No,2,1647,no,Meets
929832,Goodman,T,Female,Hispanic,No,1,1589,no,Meets
929832,Goodman,T,Female,Hispanic,No,2,1860,no,Masters
929838,OrangeGrove,C,Female,Hispanic,No,0,1265,no,Notapproach
930052,OrangeGrove,C,Female,Hispanic,No,0,1511,no,Meets
930052,OrangeGrove,C,Female,Hispanic,No,1,1621,no,Meets
930052,OrangeGrove,C,Female,Hispanic,No,2,1594,no,Approaches
930075,Goodman,T,Male,Afamerican,No,0,1208,no,Notapproach
930107,OrangeGrove,C,Male,Hispanic,No,0,1330,no,Notapproach
930107,OrangeGrove,C,Male,Hispanic,No,1,1474,no,Approaches
930107,OrangeGrove,C,Male,Hispanic,No,2,1647,no,Meets
930110,OrangeGrove,C,Female,Hispanic,No,1,1565,no,Approaches
930119,OrangeGrove,C,Female,Hispanic,No,0,1472,no,Approaches
930119,OrangeGrove,C,Female,Hispanic,No,1,1697,no,Masters
930119,OrangeGrove,C,Female,Hispanic,No,2,1739,no,Masters
930140,OrangeGrove,C,Female,Hispanic,No,0,1437,no,Approaches
930140,OrangeGrove,C,Female,Hispanic,No,1,1533,no,Approaches
930140,OrangeGrove,C,Female,Hispanic,No,2,1594,no,Approaches
930143,OrangeGrove,C,Female,Hispanic,No,2,1688,no,Meets
930151,Goodman,T,Female,Hispanic,No,1,1670,no,Masters
930151,Goodman,T,Female,Hispanic,No,2,1943,no,Masters
930214,OrangeGrove,C,Female,Hispanic,No,0,1390,no,Approaches
930214,OrangeGrove,C,Female,Hispanic,No,1,1549,no,Approaches
930214,OrangeGrove,C,Female,Hispanic,No,2,1578,no,Approaches
930357,OrangeGrove,C,Male,Hispanic,No,0,1421,no,Approaches
930357,OrangeGrove,C,Male,Hispanic,No,1,1670,no,Masters
930357,OrangeGrove,C,Male,Hispanic,No,2,1594,no,Approaches
930379,OrangeGrove,C,Male,Hispanic,No,0,1421,no,Approaches
930379,OrangeGrove,C,Male,Hispanic,No,1,1503,no,Approaches
930389,OrangeGrove,C,Female,Hispanic,No,0,1314,no,Notapproach
930389,OrangeGrove,C,Female,Hispanic,No,1,1601,no,Meets
930389,OrangeGrove,C,Female,Hispanic,No,2,1594,no,Approaches
930523,OrangeGrove,C,Female,Hispanic,No,0,1405,no,Approaches
930546,OrangeGrove,C,Female,Hispanic,No,0,1511,no,Meets
930546,OrangeGrove,C,Female,Hispanic,No,1,1488,no,Approaches
930546,OrangeGrove,C,Female,Hispanic,No,2,1647,no,Meets
930553,OrangeGrove,C,Male,Hispanic,No,0,1265,no,Notapproach
930606,OrangeGrove,C,Female,Hispanic,No,0,1247,no,Notapproach
930606,OrangeGrove,C,Female,Hispanic,No,1,1337,no,Notapproach
930606,OrangeGrove,C,Female,Hispanic,No,2,1385,no,Notapproach
930621,Goodman,T,Female,Hispanic,No,0,1345,no,Notapproach
930621,Goodman,T,Female,Hispanic,No,1,1518,no,Approaches
930621,Goodman,T,Female,Hispanic,No,2,1563,no,Approaches
930686,OrangeGrove,C,Male,Hispanic,No,0,1330,no,Notapproach
930686,OrangeGrove,C,Male,Hispanic,No,1,1601,no,Meets
930686,OrangeGrove,C,Male,Hispanic,No,2,1548,no,Approaches
930726,OrangeGrove,C,Male,Hispanic,No,0,1314,no,Notapproach
930726,OrangeGrove,C,Male,Hispanic,No,1,1518,no,Approaches
930765,OrangeGrove,C,Female,Hispanic,No,0,1472,no,Approaches
930765,OrangeGrove,C,Female,Hispanic,No,1,1533,no,Approaches
930765,OrangeGrove,C,Female,Hispanic,No,2,1724,no,Masters
930821,OrangeGrove,C,Female,Hispanic,No,0,1596,no,Masters
930821,OrangeGrove,C,Female,Hispanic,No,1,1643,no,Meets
930821,OrangeGrove,C,Female,Hispanic,No,2,1724,no,Masters
930832,OrangeGrove,C,Female,Hispanic,No,0,1625,no,Masters
930832,OrangeGrove,C,Female,Hispanic,No,1,1697,no,Masters
930832,OrangeGrove,C,Female,Hispanic,No,2,1724,no,Masters
930872,OrangeGrove,C,Female,Hispanic,No,0,1421,no,Approaches
930980,OrangeGrove,C,Female,Hispanic,No,0,1405,no,Approaches
930980,OrangeGrove,C,Female,Hispanic,No,1,1503,no,Approaches
930997,OrangeGrove,C,Male,Hispanic,No,0,1625,no,Masters
930997,OrangeGrove,C,Male,Hispanic,No,1,1862,no,Masters
930997,OrangeGrove,C,Male,Hispanic,No,2,1943,no,Masters
931154,OrangeGrove,C,Male,Hispanic,No,0,1596,no,Masters
931154,OrangeGrove,C,Male,Hispanic,No,1,1670,no,Masters
931154,OrangeGrove,C,Male,Hispanic,No,2,1625,no,Meets
931191,OrangeGrove,C,Female,Hispanic,No,0,1421,no,Approaches
931191,OrangeGrove,C,Female,Hispanic,No,1,1643,no,Meets
931191,OrangeGrove,C,Female,Hispanic,No,2,1688,no,Meets
931209,OrangeGrove,C,Female,Hispanic,No,0,1421,no,Approaches
931209,OrangeGrove,C,Female,Hispanic,No,1,1601,no,Meets
931209,OrangeGrove,C,Female,Hispanic,No,2,1594,no,Approaches
931241,OrangeGrove,C,Female,Hispanic,No,0,1265,no,Notapproach
931241,OrangeGrove,C,Female,Hispanic,No,1,1488,no,Approaches
931241,OrangeGrove,C,Female,Hispanic,No,2,1548,no,Approaches
931254,OrangeGrove,C,Female,Hispanic,No,0,1298,no,Notapproach
931254,OrangeGrove,C,Female,Hispanic,No,1,1467,no,Approaches
931254,OrangeGrove,C,Female,Hispanic,No,2,1578,no,Approaches
931286,OrangeGrove,C,Male,Afamerican,No,0,1314,no,Notapproach
931388,OrangeGrove,C,Male,Hispanic,No,0,1390,no,Approaches
931458,OrangeGrove,C,Male,Hispanic,No,0,1405,no,Approaches
931458,OrangeGrove,C,Male,Hispanic,No,1,1601,no,Meets
931458,OrangeGrove,C,Male,Hispanic,No,2,1688,no,Meets
931473,OrangeGrove,C,Female,Hispanic,No,0,1596,no,Masters
931473,OrangeGrove,C,Female,Hispanic,No,1,1565,no,Approaches
931473,OrangeGrove,C,Female,Hispanic,No,2,1724,no,Masters
931499,OrangeGrove,C,Male,Hispanic,No,0,1375,no,Approaches
931560,OrangeGrove,C,Female,Hispanic,No,0,1421,no,Approaches
931560,OrangeGrove,C,Female,Hispanic,No,1,1518,no,Approaches
931560,OrangeGrove,C,Female,Hispanic,No,2,1594,no,Approaches
931572,Goodman,T,Male,Hispanic,No,0,1247,no,Notapproach
931572,Goodman,T,Male,Hispanic,No,1,1387,no,Notapproach
931653,OrangeGrove,C,Female,Hispanic,No,2,1533,no,Approaches
931829,OrangeGrove,C,Male,Hispanic,Yes,0,1265,no,Notapproach
931829,OrangeGrove,C,Male,Hispanic,Yes,1,1387,no,Notapproach
931829,OrangeGrove,C,Male,Hispanic,Yes,2,1500,no,Approaches
932060,Goodman,T,Female,Hispanic,No,0,1559,no,Meets
932060,Goodman,T,Female,Hispanic,No,1,1533,no,Approaches
932060,Goodman,T,Female,Hispanic,No,2,1770,no,Masters
932087,Goodman,T,Male,Afamerican,No,0,1375,no,Approaches
932087,Goodman,T,Male,Afamerican,No,1,1467,no,Approaches
932087,Goodman,T,Male,Afamerican,No,2,1739,no,Masters
932270,OrangeGrove,C,Female,Hispanic,No,0,1675,no,Masters
932270,OrangeGrove,C,Female,Hispanic,No,1,1782,no,Masters
932270,OrangeGrove,C,Female,Hispanic,No,2,1943,no,Masters
932271,OrangeGrove,C,Female,Hispanic,No,0,1533,no,Meets
932271,OrangeGrove,C,Female,Hispanic,No,1,1643,no,Meets
932271,OrangeGrove,C,Female,Hispanic,No,2,1578,no,Approaches
932307,Goodman,T,Male,Hispanic,No,0,1282,no,Notapproach
932307,Goodman,T,Male,Hispanic,No,1,1402,no,Notapproach
932307,Goodman,T,Male,Hispanic,No,2,1625,no,Meets
932357,OrangeGrove,C,Male,Hispanic,No,0,1596,no,Masters
932357,OrangeGrove,C,Male,Hispanic,No,1,1601,no,Meets
932357,OrangeGrove,C,Male,Hispanic,No,2,1770,no,Masters
932364,OrangeGrove,C,Male,Hispanic,No,0,1247,no,Notapproach
932364,OrangeGrove,C,Male,Hispanic,No,1,1549,no,Approaches
932402,OrangeGrove,C,Female,Hispanic,No,0,1472,no,Approaches
932402,OrangeGrove,C,Female,Hispanic,No,1,1670,no,Masters
932402,OrangeGrove,C,Female,Hispanic,No,2,1688,no,Meets
932406,Goodman,T,Male,Hispanic,No,0,1375,no,Approaches
932406,Goodman,T,Male,Hispanic,No,1,1503,no,Approaches
932406,Goodman,T,Male,Hispanic,No,2,1548,no,Approaches
932428,OrangeGrove,C,Female,Hispanic,No,0,1511,no,Meets
932428,OrangeGrove,C,Female,Hispanic,No,1,1621,no,Meets
932428,OrangeGrove,C,Female,Hispanic,No,2,1739,no,Masters
932430,Goodman,T,Female,Hispanic,No,0,1533,no,Meets
932431,OrangeGrove,C,Female,Hispanic,No,0,1208,no,Notapproach
932543,Goodman,T,Female,Afamerican,No,0,1390,no,Approaches
932543,Goodman,T,Female,Afamerican,No,1,1417,no,Notapproach
932565,OrangeGrove,C,Male,Hispanic,No,1,1474,no,Approaches
932590,Goodman,T,Male,Hispanic,No,2,1519,no,Approaches
932597,Goodman,T,Female,Hispanic,No,1,1474,no,Approaches
932667,Goodman,T,Female,Hispanic,No,0,1405,no,Approaches
932667,Goodman,T,Female,Hispanic,No,1,1387,no,Notapproach
932667,Goodman,T,Female,Hispanic,No,2,1667,no,Meets
932683,OrangeGrove,C,Male,Hispanic,No,0,1405,no,Approaches
932683,OrangeGrove,C,Male,Hispanic,No,1,1549,no,Approaches
932683,OrangeGrove,C,Male,Hispanic,No,2,1724,no,Masters
932687,Goodman,T,Male,Hispanic,No,1,1488,no,Approaches
932739,Goodman,T,Female,Hispanic,No,0,1228,no,Notapproach
932739,Goodman,T,Female,Hispanic,No,1,1355,no,Notapproach
932739,Goodman,T,Female,Hispanic,No,2,1519,no,Approaches
932760,OrangeGrove,C,Female,Hispanic,No,0,1533,no,Meets
932766,OrangeGrove,C,Male,Hispanic,No,0,1486,no,Meets
932766,OrangeGrove,C,Male,Hispanic,No,1,1589,no,Meets
932769,Goodman,T,Female,Hispanic,No,1,1697,no,Masters
932769,Goodman,T,Female,Hispanic,No,2,1724,no,Masters
932813,OrangeGrove,C,Female,Hispanic,No,0,1675,no,Masters
932813,OrangeGrove,C,Female,Hispanic,No,1,1670,no,Masters
932895,OrangeGrove,C,Female,Hispanic,No,0,1421,no,Approaches
932895,OrangeGrove,C,Female,Hispanic,No,1,1643,no,Meets
932906,Goodman,T,Female,Hispanic,No,0,1596,no,Masters
932906,Goodman,T,Female,Hispanic,No,1,1697,no,Masters
932947,Goodman,T,Male,Hispanic,No,0,1454,no,Approaches
932947,Goodman,T,Male,Hispanic,No,1,1533,no,Approaches
933059,Goodman,T,Female,Hispanic,No,0,1228,no,Notapproach
933059,Goodman,T,Female,Hispanic,No,1,1417,no,Notapproach
933059,Goodman,T,Female,Hispanic,No,2,1417,no,Notapproach
933091,OrangeGrove,C,Male,Hispanic,No,0,1511,no,Meets
933114,Goodman,T,Male,Hispanic,No,0,1375,no,Approaches
933114,Goodman,T,Male,Hispanic,No,1,1503,no,Approaches
933140,Goodman,T,Female,Afamerican,No,0,1675,no,Masters
933140,Goodman,T,Female,Afamerican,No,1,1670,no,Masters
933142,OrangeGrove,C,Female,Hispanic,No,0,1511,no,Meets
933142,OrangeGrove,C,Female,Hispanic,No,1,1533,no,Approaches
933145,Goodman,T,Female,Hispanic,No,2,1308,no,Notapproach
933160,OrangeGrove,C,Female,Hispanic,No,0,1228,no,Notapproach
933160,OrangeGrove,C,Female,Hispanic,No,1,1417,no,Notapproach
933160,OrangeGrove,C,Female,Hispanic,No,2,1533,no,Approaches
933164,Goodman,T,Female,Hispanic,No,1,1643,no,Meets
933165,OrangeGrove,C,Male,Hispanic,No,0,1375,no,Approaches
933167,Goodman,T,Male,Hispanic,No,1,1862,no,Masters
933167,Goodman,T,Male,Hispanic,No,2,1809,no,Masters
933170,Goodman,T,Male,Afamerican,Yes,0,1345,no,Notapproach
933170,Goodman,T,Male,Afamerican,Yes,1,1589,no,Meets
933170,Goodman,T,Male,Afamerican,Yes,2,1724,no,Masters
933175,OrangeGrove,C,Male,Hispanic,No,0,1375,no,Approaches
933175,OrangeGrove,C,Male,Hispanic,No,1,1387,no,Notapproach
933175,OrangeGrove,C,Male,Hispanic,No,2,1476,no,Notapproach
933191,Goodman,T,Male,Hispanic,No,2,1548,no,Approaches
933196,OrangeGrove,C,Male,Hispanic,No,0,1454,no,Approaches
933196,OrangeGrove,C,Male,Hispanic,No,1,1533,no,Approaches
933196,OrangeGrove,C,Male,Hispanic,No,2,1578,no,Approaches
933199,Goodman,T,Female,Hispanic,No,2,1611,no,Approaches
933200,OrangeGrove,C,Male,Afamerican,No,1,1565,no,Approaches
933202,OrangeGrove,C,Female,Afamerican,No,0,1454,no,Approaches
933202,OrangeGrove,C,Female,Afamerican,No,1,1565,no,Approaches
933202,OrangeGrove,C,Female,Afamerican,No,2,1688,no,Meets
933241,Goodman,T,Female,Hispanic,No,0,1390,no,Approaches
933241,Goodman,T,Female,Hispanic,No,1,1387,no,Notapproach
933275,OrangeGrove,C,Female,Hispanic,No,2,1860,no,Masters
933289,OrangeGrove,C,Female,Hispanic,No,0,1405,no,Approaches
933289,OrangeGrove,C,Female,Hispanic,No,1,1474,no,Approaches
933289,OrangeGrove,C,Female,Hispanic,No,2,1578,no,Approaches
933308,Goodman,T,Male,Afamerican,No,0,1298,no,Notapproach
933308,Goodman,T,Male,Afamerican,No,1,1467,no,Approaches
933308,Goodman,T,Male,Afamerican,No,2,1519,no,Approaches
933373,Goodman,T,Female,Hispanic,No,0,1472,no,Approaches
933373,Goodman,T,Female,Hispanic,No,1,1549,no,Approaches
933420,OrangeGrove,C,Female,Hispanic,No,0,1314,no,Notapproach
933420,OrangeGrove,C,Female,Hispanic,No,1,1371,no,Notapproach
933420,OrangeGrove,C,Female,Hispanic,No,2,1500,no,Approaches
933434,Goodman,T,Female,Hispanic,No,0,1454,no,Approaches
933434,Goodman,T,Female,Hispanic,No,1,1467,no,Approaches
933434,Goodman,T,Female,Hispanic,No,2,1667,no,Meets
933464,Goodman,T,Male,Hispanic,No,0,1511,no,Meets
933464,Goodman,T,Male,Hispanic,No,1,1670,no,Masters
933486,Goodman,T,Female,Hispanic,No,0,1454,no,Approaches
933486,Goodman,T,Female,Hispanic,No,1,1670,no,Masters
933494,Goodman,T,Female,Hispanic,No,0,1390,no,Approaches
933494,Goodman,T,Female,Hispanic,No,1,1503,no,Approaches
933497,Goodman,T,Female,Hispanic,No,0,1375,no,Approaches
933497,Goodman,T,Female,Hispanic,No,1,1387,no,Notapproach
933497,Goodman,T,Female,Hispanic,No,2,1594,no,Approaches
933505,Goodman,T,Female,Hispanic,No,0,1390,no,Approaches
933505,Goodman,T,Female,Hispanic,No,1,1474,no,Approaches
933505,Goodman,T,Female,Hispanic,No,2,1647,no,Meets
933520,Goodman,T,Female,Hispanic,No,0,1625,no,Masters
933520,Goodman,T,Female,Hispanic,No,1,1643,no,Meets
933520,Goodman,T,Female,Hispanic,No,2,1770,no,Masters
933530,Goodman,T,Female,Hispanic,No,1,1503,no,Approaches
933530,Goodman,T,Female,Hispanic,No,2,1625,no,Meets
933580,OrangeGrove,C,Male,Hispanic,No,0,1330,no,Notapproach
933580,OrangeGrove,C,Male,Hispanic,No,1,1467,no,Approaches
933580,OrangeGrove,C,Male,Hispanic,No,2,1462,no,Notapproach
933595,Goodman,T,Male,Hispanic,No,0,1675,no,Masters
933595,Goodman,T,Male,Hispanic,No,1,1643,no,Meets
933604,Goodman,T,Male,Hispanic,No,0,1298,no,Notapproach
933604,Goodman,T,Male,Hispanic,No,1,1446,no,Notapproach
