stid,scid,group,gender,ethnicity,LEPat5,spe.ed,year,spanish,scale,stand
300365,carm,T,Female,Afamerican,NotLEP,No,0,No,1180,Notapproach
300365,carm,T,Female,Afamerican,NotLEP,No,1,No,1277,Notapproach
300365,carm,T,Female,Afamerican,NotLEP,No,2,No,1384,Notapproach
300437,jon,C,Female,Hispanic,LEP,No,0,No,1297,Notapproach
300437,jon,C,Female,Hispanic,LEP,No,1,No,1411,Notapproach
300437,jon,C,Female,Hispanic,LEP,No,2,No,1470,Approaches
300475,jon,C,Female,Hispanic,firstyear,No,0,Yes,1628,Masters
300530,jon,C,Female,Hispanic,LEP,No,0,Yes,1171,Notapproach
300530,jon,C,Female,Hispanic,LEP,No,1,No,1277,Notapproach
300942,carm,T,Male,Hispanic,LEP,No,0,No,1555,Masters
300942,carm,T,Male,Hispanic,LEP,No,1,No,1633,Masters
300942,carm,T,Male,Hispanic,LEP,No,2,No,1736,Masters
301986,caro,T,Female,Hispanic,NotLEP,No,2,No,1370,Notapproach
302723,caro,T,Male,Hispanic,LEP,No,2,No,1547,Approaches
302852,har,C,Male,Afamerican,NotLEP,No,0,No,1455,Approaches
302858,carm,T,Male,Hispanic,LEP,No,0,Yes,1444,Meets
302858,carm,T,Male,Hispanic,LEP,No,1,No,1411,Notapproach
302858,carm,T,Male,Hispanic,LEP,No,2,No,1532,Approaches
302867,har,C,Male,Hispanic,firstyear,No,0,No,1234,Notapproach
302867,har,C,Male,Hispanic,firstyear,No,1,No,1510,Approaches
302867,har,C,Male,Hispanic,firstyear,No,2,No,1517,Approaches
302906,carm,T,Female,Hispanic,LEP,No,0,No,1312,Notapproach
302906,carm,T,Female,Hispanic,LEP,No,1,No,1383,Notapproach
302906,carm,T,Female,Hispanic,LEP,No,2,No,1532,Approaches
302933,carm,T,Female,Hispanic,LEP,No,0,No,1251,Notapproach
302933,carm,T,Female,Hispanic,LEP,No,1,No,1311,Notapproach
302933,carm,T,Female,Hispanic,LEP,No,2,No,1450,Notapproach
302981,har,C,Female,Afamerican,NotLEP,Yes,0,No,1199,Notapproach
303175,bla,T,Male,Hispanic,LEP,No,0,No,1555,Masters
303790,carm,T,Female,Hispanic,LEP,No,0,No,1180,Notapproach
303790,carm,T,Female,Hispanic,LEP,No,1,No,1397,Notapproach
303790,carm,T,Female,Hispanic,LEP,No,2,No,1463,Notapproach
304431,jon,C,Female,Hispanic,secondyear,No,1,No,1383,Notapproach
304431,jon,C,Female,Hispanic,secondyear,No,2,No,1470,Approaches
304592,carm,T,Male,Afamerican,NotLEP,No,0,No,1312,Notapproach
304592,carm,T,Male,Afamerican,NotLEP,No,1,No,1424,Notapproach
304592,carm,T,Male,Afamerican,NotLEP,No,2,No,1503,Approaches
304791,har,C,Female,Hispanic,LEP,No,0,Yes,1229,Notapproach
305137,bla,T,Male,Hispanic,LEP,No,0,Yes,1350,Approaches
305197,jon,C,Female,Hispanic,LEP,No,0,Yes,1688,Masters
305197,jon,C,Female,Hispanic,LEP,No,1,Yes,2054,Masters
305197,jon,C,Female,Hispanic,LEP,No,2,No,1736,Masters
305292,jon,C,Male,Afamerican,NotLEP,No,0,No,1234,Notapproach
305346,caro,T,Female,Hispanic,LEP,No,0,No,1387,Approaches
305346,caro,T,Female,Hispanic,LEP,No,1,No,1480,Approaches
305346,caro,T,Female,Hispanic,LEP,No,2,No,1667,Masters
305521,har,C,Male,Hispanic,LEP,No,0,Yes,1584,Masters
305521,har,C,Male,Hispanic,LEP,No,1,Yes,1527,Approaches
305521,har,C,Male,Hispanic,LEP,No,2,Yes,1659,Meets
305578,caro,T,Male,Hispanic,secondyear,No,0,No,1577,Masters
305578,caro,T,Male,Hispanic,secondyear,No,1,No,1510,Approaches
305670,har,C,Male,Hispanic,LEP,No,0,Yes,1246,Notapproach
305731,bla,T,Male,Hispanic,LEP,No,0,Yes,1210,Notapproach
305750,caro,T,Female,Hispanic,LEP,No,0,Yes,1548,Masters
305750,caro,T,Female,Hispanic,LEP,No,1,Yes,1593,Meets
305750,caro,T,Female,Hispanic,LEP,No,2,No,1698,Masters
305834,bla,T,Male,Hispanic,LEP,No,1,Yes,1490,Approaches
305834,bla,T,Male,Hispanic,LEP,No,2,Yes,1561,Approaches
305899,caro,T,Female,Hispanic,LEP,No,0,Yes,1385,Approaches
305899,caro,T,Female,Hispanic,LEP,No,1,No,1370,Notapproach
305911,caro,T,Female,Hispanic,LEP,No,0,No,1282,Notapproach
305911,caro,T,Female,Hispanic,LEP,No,1,No,1383,Notapproach
305911,caro,T,Female,Hispanic,LEP,No,2,No,1532,Approaches
305914,bla,T,Female,Hispanic,secondyear,No,0,No,1455,Approaches
305914,bla,T,Female,Hispanic,secondyear,No,1,No,1562,Meets
305914,bla,T,Female,Hispanic,secondyear,No,2,No,1599,Meets
305931,caro,T,Female,Hispanic,NotLEP,No,0,No,1455,Approaches
305931,caro,T,Female,Hispanic,NotLEP,No,1,No,1465,Approaches
305931,caro,T,Female,Hispanic,NotLEP,No,2,No,1564,Approaches
305982,jon,C,Female,Hispanic,NotLEP,No,2,No,1736,Masters
306038,caro,T,Female,Hispanic,firstyear,No,0,No,1199,Notapproach
306055,caro,T,Female,Hispanic,LEP,No,1,Yes,1391,Notapproach
306227,caro,T,Male,Hispanic,LEP,No,0,Yes,1210,Notapproach
306227,caro,T,Male,Hispanic,LEP,No,1,Yes,1423,Approaches
306227,caro,T,Male,Hispanic,LEP,No,2,Yes,1776,Masters
306249,carm,T,Female,Afamerican,NotLEP,No,0,No,1387,Approaches
306249,carm,T,Female,Afamerican,NotLEP,No,1,No,1562,Meets
306249,carm,T,Female,Afamerican,NotLEP,No,2,No,1619,Meets
306282,carm,T,Female,Afamerican,NotLEP,No,0,No,1437,Approaches
306282,carm,T,Female,Afamerican,NotLEP,No,1,No,1434,Approaches
306282,carm,T,Female,Afamerican,NotLEP,No,2,No,1503,Approaches
306292,carm,T,Female,Afamerican,NotLEP,No,0,No,1297,Notapproach
306450,bus,C,Male,Hispanic,LEP,No,0,Yes,1246,Notapproach
306451,bus,C,Male,Hispanic,LEP,Yes,0,No,1180,Notapproach
306451,bus,C,Male,Hispanic,LEP,Yes,1,No,1161,Notapproach
306475,jon,C,Male,Hispanic,LEP,Yes,2,No,1450,Notapproach
306476,bus,C,Male,Hispanic,LEP,No,1,Yes,1508,Approaches
306494,har,C,Female,Hispanic,NotLEP,No,0,No,1752,Masters
306551,bus,C,Male,Hispanic,LEP,No,0,No,1251,Notapproach
306805,har,C,Male,Hispanic,LEP,No,0,No,1217,Notapproach
307068,har,C,Female,Afamerican,NotLEP,No,0,No,1356,Approaches
307068,har,C,Female,Afamerican,NotLEP,No,1,No,1526,Approaches
307068,har,C,Female,Afamerican,NotLEP,No,2,No,1582,Meets
307105,jon,C,Male,Afamerican,NotLEP,No,1,No,1424,Notapproach
307233,carm,T,Female,Afamerican,NotLEP,Yes,0,No,1345,Approaches
307233,carm,T,Female,Afamerican,NotLEP,Yes,1,No,1434,Approaches
307233,carm,T,Female,Afamerican,NotLEP,Yes,2,No,1517,Approaches
307348,carm,T,Male,Hispanic,LEP,No,0,No,1372,Approaches
307719,caro,T,Female,Hispanic,LEP,No,0,No,1199,Notapproach
307719,caro,T,Female,Hispanic,LEP,No,1,No,1370,Notapproach
307748,bla,T,Female,Afamerican,NotLEP,No,0,No,1667,Masters
307789,jon,C,Male,Afamerican,NotLEP,No,0,No,1217,Notapproach
307917,bla,T,Female,Hispanic,LEP,No,0,Yes,1385,Approaches
308222,bus,C,Male,Afamerican,NotLEP,Yes,0,No,1041,Notapproach
308439,caro,T,Female,Hispanic,LEP,No,0,Yes,1584,Masters
308439,caro,T,Female,Hispanic,LEP,No,1,Yes,1527,Approaches
308439,caro,T,Female,Hispanic,LEP,No,2,No,1667,Masters
308484,har,C,Male,Hispanic,LEP,No,0,Yes,1404,Approaches
308606,carm,T,Female,Hispanic,LEP,No,0,Yes,1210,Notapproach
308606,carm,T,Female,Hispanic,LEP,No,1,No,1311,Notapproach
308606,carm,T,Female,Hispanic,LEP,No,2,No,1463,Notapproach
308705,caro,T,Male,Hispanic,LEP,No,0,No,1455,Approaches
308705,caro,T,Male,Hispanic,LEP,No,1,No,1582,Meets
308705,caro,T,Male,Hispanic,LEP,No,2,No,1787,Masters
308708,har,C,Male,Hispanic,LEP,No,0,No,1282,Notapproach
308827,har,C,Male,Hispanic,LEP,Yes,0,No,1199,Notapproach
308827,har,C,Male,Hispanic,LEP,Yes,1,No,1383,Notapproach
308827,har,C,Male,Hispanic,LEP,Yes,2,No,1424,Notapproach
308829,bla,T,Female,Hispanic,LEP,No,0,Yes,1628,Masters
308829,bla,T,Female,Hispanic,LEP,No,1,Yes,2054,Masters
308829,bla,T,Female,Hispanic,LEP,No,2,No,1619,Meets
308997,jon,C,Male,Hispanic,LEP,No,0,Yes,1229,Notapproach
308997,jon,C,Male,Hispanic,LEP,No,1,Yes,1413,Approaches
308997,jon,C,Male,Hispanic,LEP,No,2,Yes,1544,Approaches
309063,bla,T,Male,Hispanic,LEP,No,0,Yes,1281,Notapproach
309248,bla,T,Female,Hispanic,LEP,No,0,Yes,1127,Notapproach
309261,caro,T,Female,Hispanic,LEP,No,0,Yes,1229,Notapproach
309659,carm,T,Male,Hispanic,LEP,No,0,Yes,1171,Notapproach
309659,carm,T,Male,Hispanic,LEP,No,1,Yes,1413,Approaches
309659,carm,T,Male,Hispanic,LEP,No,2,Yes,1511,Approaches
309663,carm,T,Male,Hispanic,LEP,No,0,Yes,1127,Notapproach
309663,carm,T,Male,Hispanic,LEP,No,1,Yes,1291,Notapproach
309663,carm,T,Male,Hispanic,LEP,No,2,No,1311,Notapproach
309785,bus,C,Female,Hispanic,LEP,No,0,Yes,1532,Masters
309785,bus,C,Female,Hispanic,LEP,No,1,Yes,1539,Meets
309801,caro,T,Female,Hispanic,LEP,No,0,Yes,1229,Notapproach
309899,caro,T,Female,Afamerican,NotLEP,No,1,No,1659,Masters
309899,caro,T,Female,Afamerican,NotLEP,No,2,No,1667,Masters
309928,jon,C,Male,twomore,NotLEP,No,0,No,1667,Masters
310097,bla,T,Male,Afamerican,NotLEP,No,0,No,1455,Approaches
310097,bla,T,Male,Afamerican,NotLEP,No,1,No,1526,Approaches
310097,bla,T,Male,Afamerican,NotLEP,No,2,No,1619,Meets
310102,bla,T,Female,Afamerican,NotLEP,No,0,No,1266,Notapproach
310102,bla,T,Female,Afamerican,NotLEP,No,1,No,1397,Notapproach
310102,bla,T,Female,Afamerican,NotLEP,No,2,No,1327,Notapproach
310266,bus,C,Female,Hispanic,LEP,No,0,Yes,1444,Meets
310266,bus,C,Female,Hispanic,LEP,No,1,No,1510,Approaches
310266,bus,C,Female,Hispanic,LEP,No,2,No,1698,Masters
310268,bus,C,Female,Hispanic,LEP,No,1,Yes,1308,Notapproach
310340,bla,T,Female,Hispanic,firstyear,No,0,No,1437,Approaches
310340,bla,T,Female,Hispanic,firstyear,No,1,No,1633,Masters
310421,har,C,Male,Hispanic,NotLEP,No,0,No,1555,Masters
310516,bus,C,Male,Hispanic,LEP,No,0,Yes,1385,Approaches
310589,caro,T,Male,Hispanic,LEP,No,0,Yes,1191,Notapproach
310647,jon,C,Male,Hispanic,LEP,No,1,No,1259,Notapproach
310647,jon,C,Male,Hispanic,LEP,No,2,Yes,1511,Approaches
310936,carm,T,Male,Hispanic,NotLEP,No,0,No,1372,Approaches
310953,carm,T,Male,Hispanic,NotLEP,No,0,No,1199,Notapproach
310980,bla,T,Male,Afamerican,NotLEP,No,0,No,1282,Notapproach
310980,bla,T,Male,Afamerican,NotLEP,No,1,No,1424,Notapproach
311097,caro,T,Female,Hispanic,LEP,No,0,Yes,1367,Approaches
311106,caro,T,Female,Hispanic,LEP,No,0,Yes,1385,Approaches
311106,caro,T,Female,Hispanic,LEP,No,1,Yes,1413,Approaches
311106,caro,T,Female,Hispanic,LEP,No,2,No,1384,Notapproach
311151,jon,C,Male,Afamerican,NotLEP,Yes,2,No,1233,Notapproach
311155,jon,C,Female,Afamerican,NotLEP,No,2,No,1356,Notapproach
311220,bla,T,Female,Hispanic,LEP,No,1,Yes,1490,Approaches
311220,bla,T,Female,Hispanic,LEP,No,2,Yes,1616,Meets
311225,carm,T,Male,Hispanic,LEP,No,0,Yes,1298,Notapproach
311225,carm,T,Male,Hispanic,LEP,No,2,Yes,1597,Meets
311456,bla,T,Male,Hispanic,LEP,No,1,Yes,1527,Approaches
311456,bla,T,Male,Hispanic,LEP,No,2,Yes,1659,Meets
311542,har,C,Female,Afamerican,NotLEP,No,0,No,1312,Notapproach
311542,har,C,Female,Afamerican,NotLEP,No,1,No,1411,Notapproach
311610,jon,C,Male,Hispanic,LEP,No,0,Yes,1191,Notapproach
311611,jon,C,Male,Hispanic,LEP,No,0,Yes,1171,Notapproach
311659,har,C,Female,Hispanic,LEP,No,0,Yes,1404,Approaches
311659,har,C,Female,Hispanic,LEP,No,1,Yes,1527,Approaches
311659,har,C,Female,Hispanic,LEP,No,2,Yes,1740,Masters
311666,har,C,Female,Hispanic,LEP,No,0,Yes,1150,Notapproach
311670,har,C,Male,Hispanic,LEP,No,0,Yes,1044,Notapproach
311811,bus,C,Female,Hispanic,LEP,No,0,Yes,1953,Masters
311811,bus,C,Female,Hispanic,LEP,No,1,Yes,1729,Masters
311859,carm,T,Male,Hispanic,NotLEP,No,0,No,1266,Notapproach
311859,carm,T,Male,Hispanic,NotLEP,No,1,No,1383,Notapproach
311859,carm,T,Male,Hispanic,NotLEP,No,2,No,1450,Notapproach
311928,har,C,Male,Hispanic,LEP,No,0,Yes,1367,Approaches
311928,har,C,Male,Hispanic,LEP,No,1,Yes,1455,Approaches
311990,bus,C,Female,Hispanic,LEP,No,0,Yes,1385,Approaches
311990,bus,C,Female,Hispanic,LEP,No,1,Yes,1455,Approaches
311990,bus,C,Female,Hispanic,LEP,No,2,Yes,1597,Meets
312008,bla,T,Female,Afamerican,NotLEP,Yes,0,No,1136,Notapproach
312008,bla,T,Female,Afamerican,NotLEP,Yes,1,No,1295,Notapproach
312008,bla,T,Female,Afamerican,NotLEP,Yes,2,No,1356,Notapproach
312009,bla,T,Female,Afamerican,NotLEP,No,1,No,1370,Notapproach
312009,bla,T,Female,Afamerican,NotLEP,No,2,No,1547,Approaches
312051,bus,C,Male,Hispanic,LEP,No,0,Yes,1150,Notapproach
312051,bus,C,Male,Hispanic,LEP,No,1,Yes,1375,Notapproach
312172,bla,T,Male,Hispanic,firstyear,No,0,No,1372,Approaches
312172,bla,T,Male,Hispanic,firstyear,No,1,No,1480,Approaches
312172,bla,T,Male,Hispanic,firstyear,No,2,No,1564,Approaches
312300,jon,C,Female,Hispanic,LEP,No,0,No,1312,Notapproach
312556,jon,C,Male,Afamerican,NotLEP,No,0,No,1356,Approaches
312556,jon,C,Male,Afamerican,NotLEP,No,1,No,1356,Notapproach
312586,jon,C,Male,Hispanic,NotLEP,No,2,No,1397,Notapproach
312600,carm,T,Male,Hispanic,LEP,No,0,No,1079,Notapproach
312641,bla,T,Female,Hispanic,LEP,No,0,Yes,1467,Meets
312641,bla,T,Female,Hispanic,LEP,No,1,Yes,1685,Masters
312641,bla,T,Female,Hispanic,LEP,No,2,No,1564,Approaches
312691,har,C,Female,Hispanic,LEP,No,0,Yes,1264,Notapproach
312691,har,C,Female,Hispanic,LEP,No,1,Yes,1490,Approaches
312691,har,C,Female,Hispanic,LEP,No,2,Yes,1740,Masters
312736,bus,C,Male,Hispanic,NotLEP,No,0,No,1217,Notapproach
312736,bus,C,Male,Hispanic,NotLEP,No,1,No,1356,Notapproach
312738,bla,T,Female,Afamerican,NotLEP,No,0,No,1616,Masters
312762,har,C,Male,Hispanic,LEP,No,0,Yes,1210,Notapproach
312762,har,C,Male,Hispanic,LEP,No,1,Yes,1308,Notapproach
312762,har,C,Male,Hispanic,LEP,No,2,Yes,1432,Notapproach
312777,carm,T,Male,Hispanic,NotLEP,No,0,No,1752,Masters
312777,carm,T,Male,Hispanic,NotLEP,No,1,No,1526,Approaches
312777,carm,T,Male,Hispanic,NotLEP,No,2,No,1667,Masters
312870,bus,C,Male,Afamerican,NotLEP,Yes,0,No,1468,Meets
312885,bus,C,Male,Hispanic,LEP,Yes,0,No,1217,Notapproach
312889,bla,T,Male,Hispanic,LEP,No,0,Yes,1127,Notapproach
312889,bla,T,Male,Hispanic,LEP,No,1,Yes,1508,Approaches
312889,bla,T,Male,Hispanic,LEP,No,2,Yes,1683,Meets
312897,carm,T,Female,Afamerican,NotLEP,No,0,No,1455,Approaches
312966,carm,T,Male,Hispanic,NotLEP,No,0,No,1519,Meets
312966,carm,T,Male,Hispanic,NotLEP,No,1,No,1495,Approaches
312966,carm,T,Male,Hispanic,NotLEP,No,2,No,1582,Meets
312987,bla,T,Male,Hispanic,LEP,No,0,No,1519,Meets
313041,jon,C,Male,Afamerican,NotLEP,No,1,No,1356,Notapproach
313041,jon,C,Male,Afamerican,NotLEP,No,2,No,1356,Notapproach
313131,bus,C,Male,Hispanic,NotLEP,Yes,0,No,1403,Approaches
313155,carm,T,Female,Afamerican,NotLEP,No,0,No,1468,Meets
313155,carm,T,Female,Afamerican,NotLEP,No,1,No,1562,Meets
313155,carm,T,Female,Afamerican,NotLEP,No,2,No,1698,Masters
313158,bus,C,Female,Hispanic,NotLEP,No,0,No,1180,Notapproach
313191,caro,T,Female,Hispanic,LEP,No,0,Yes,1281,Notapproach
313376,jon,C,Male,Hispanic,LEP,No,1,No,1424,Notapproach
313468,carm,T,Male,Hispanic,firstyear,No,1,No,1582,Meets
313468,carm,T,Male,Hispanic,firstyear,No,2,No,1642,Meets
313709,carm,T,Male,Hispanic,LEP,No,1,No,1659,Masters
313709,carm,T,Male,Hispanic,LEP,No,2,No,1787,Masters
313833,har,C,Female,Hispanic,LEP,No,1,No,1277,Notapproach
313833,har,C,Female,Hispanic,LEP,No,2,No,1489,Approaches
313971,caro,T,Female,Hispanic,LEP,No,1,No,1411,Notapproach
313971,caro,T,Female,Hispanic,LEP,No,2,No,1463,Notapproach
314489,jon,C,Male,Afamerican,NotLEP,No,2,No,1619,Meets
315257,jon,C,Male,Afamerican,NotLEP,No,1,No,1526,Approaches
316022,bla,T,Female,Afamerican,NotLEP,No,1,No,1582,Meets
316494,bla,T,Female,Hispanic,NotLEP,No,1,No,1604,Meets
316887,jon,C,Female,Hispanic,NotLEP,No,1,No,1480,Approaches
317187,caro,T,Female,Hispanic,LEP,No,1,No,1397,Notapproach
317187,caro,T,Female,Hispanic,LEP,No,2,No,1517,Approaches
317201,caro,T,Male,Hispanic,LEP,No,1,No,1562,Meets
317272,carm,T,Male,Hispanic,NotLEP,Yes,1,No,1633,Masters
317272,carm,T,Male,Hispanic,NotLEP,Yes,2,No,1667,Masters
317285,bus,C,Male,Hispanic,LEP,No,1,Yes,1527,Approaches
317328,jon,C,Female,Hispanic,NotLEP,No,1,No,1370,Notapproach
317473,bus,C,Male,Hispanic,LEP,No,1,No,1326,Notapproach
317489,caro,T,Male,Hispanic,firstyear,No,1,No,1526,Approaches
317489,caro,T,Male,Hispanic,firstyear,No,2,No,1564,Approaches
317580,bus,C,Male,Hispanic,LEP,No,1,Yes,1272,Notapproach
317658,carm,T,Female,Hispanic,LEP,No,1,Yes,1325,Notapproach
317658,carm,T,Female,Hispanic,LEP,No,2,Yes,1597,Meets
317805,bus,C,Female,Hispanic,LEP,No,1,Yes,1342,Notapproach
318324,caro,T,Female,Hispanic,firstyear,No,1,No,1604,Meets
318324,caro,T,Female,Hispanic,firstyear,No,2,No,1642,Meets
318497,jon,C,Female,Hispanic,secondyear,No,1,No,1659,Masters
318781,bla,T,Female,Hispanic,LEP,No,1,No,1370,Notapproach
318781,bla,T,Female,Hispanic,LEP,No,2,No,1342,Notapproach
318976,carm,T,Male,Hispanic,LEP,No,1,No,1383,Notapproach
318976,carm,T,Male,Hispanic,LEP,No,2,No,1424,Notapproach
318984,jon,C,Female,Hispanic,secondyear,No,1,No,1830,Masters
318984,jon,C,Female,Hispanic,secondyear,No,2,No,2011,Masters
319449,har,C,Female,Hispanic,firstyear,No,1,No,1550,Meets
319449,har,C,Female,Hispanic,firstyear,No,2,No,1547,Approaches
319546,har,C,Male,Afamerican,NotLEP,No,1,No,1356,Notapproach
319546,har,C,Male,Afamerican,NotLEP,No,2,No,1450,Notapproach
319587,har,C,Female,Hispanic,LEP,No,1,Yes,1291,Notapproach
319587,har,C,Female,Hispanic,LEP,No,2,Yes,1597,Meets
319685,har,C,Male,Hispanic,LEP,No,1,No,1277,Notapproach
319693,har,C,Female,Hispanic,LEP,No,1,Yes,1308,Notapproach
319728,bla,T,Female,Afamerican,NotLEP,No,1,No,1495,Approaches
319730,carm,T,Male,Hispanic,LEP,No,1,No,1326,Notapproach
319730,carm,T,Male,Hispanic,LEP,No,2,No,1450,Notapproach
319898,har,C,Male,Afamerican,NotLEP,No,1,No,1424,Notapproach
319898,har,C,Male,Afamerican,NotLEP,No,2,No,1342,Notapproach
319970,carm,T,Female,Hispanic,secondyear,No,1,No,1582,Meets
319970,carm,T,Female,Hispanic,secondyear,No,2,No,1619,Meets
319983,bla,T,Female,Afamerican,NotLEP,No,1,No,1311,Notapproach
319986,bus,C,Female,Hispanic,LEP,No,1,No,1451,Approaches
319994,bus,C,Male,Hispanic,secondyear,No,1,No,1341,Notapproach
319994,bus,C,Male,Hispanic,secondyear,No,2,No,1503,Approaches
320134,bus,C,Male,Hispanic,LEP,No,1,No,1434,Approaches
320134,bus,C,Male,Hispanic,LEP,No,2,No,1470,Approaches
320139,jon,C,Male,Afamerican,NotLEP,No,2,No,1532,Approaches
320157,bus,C,Female,Hispanic,LEP,No,1,Yes,1539,Meets
320265,carm,T,Female,Hispanic,NotLEP,Yes,1,No,1495,Approaches
320265,carm,T,Female,Hispanic,NotLEP,Yes,2,No,1642,Meets
321072,bus,C,Male,Hispanic,LEP,No,1,No,1341,Notapproach
321072,bus,C,Male,Hispanic,LEP,No,2,No,1397,Notapproach
321112,bus,C,Male,Hispanic,LEP,No,1,Yes,1455,Approaches
321112,bus,C,Male,Hispanic,LEP,No,2,Yes,1616,Meets
321146,bus,C,Male,twomore,NotLEP,Yes,1,No,1326,Notapproach
321152,bus,C,Female,twomore,NotLEP,Yes,1,No,1424,Notapproach
321269,jon,C,Female,Hispanic,NotLEP,No,1,No,1495,Approaches
321340,jon,C,Female,Afamerican,NotLEP,No,2,No,1294,Notapproach
321574,bla,T,Female,Hispanic,NotLEP,No,1,No,1397,Notapproach
321574,bla,T,Female,Hispanic,NotLEP,No,2,No,1370,Notapproach
321597,bla,T,Female,Afamerican,NotLEP,No,1,No,1550,Meets
322008,jon,C,Male,Afamerican,NotLEP,No,1,No,1370,Notapproach
322008,jon,C,Male,Afamerican,NotLEP,No,2,No,1294,Notapproach
322063,har,C,Female,Afamerican,NotLEP,No,1,No,1311,Notapproach
322156,bus,C,Female,Afamerican,NotLEP,No,1,No,1397,Notapproach
322284,bus,C,Female,Hispanic,NotLEP,No,1,No,1434,Approaches
322357,har,C,Female,Hispanic,LEP,No,1,No,1356,Notapproach
322357,har,C,Female,Hispanic,LEP,No,2,No,1503,Approaches
322460,har,C,Male,Hispanic,LEP,No,1,Yes,1272,Notapproach
322503,carm,T,Male,Afamerican,NotLEP,No,1,No,1697,Masters
322503,carm,T,Male,Afamerican,NotLEP,No,2,No,1582,Meets
322574,carm,T,Male,Afamerican,NotLEP,Yes,2,No,1275,Notapproach
322673,bus,C,Male,Hispanic,NotLEP,Yes,1,No,1239,Notapproach
322673,bus,C,Male,Hispanic,NotLEP,Yes,2,No,1275,Notapproach
322932,har,C,Female,Hispanic,LEP,No,1,Yes,1508,Approaches
322932,har,C,Female,Hispanic,LEP,No,2,Yes,1980,Masters
322956,bus,C,Male,White,firstyear,No,1,No,1510,Approaches
323068,carm,T,Male,Afamerican,NotLEP,No,1,No,1434,Approaches
323068,carm,T,Male,Afamerican,NotLEP,No,2,No,1547,Approaches
323084,bus,C,Female,Hispanic,LEP,No,1,Yes,1325,Notapproach
323197,bus,C,Male,Afamerican,NotLEP,No,1,No,1451,Approaches
323208,bla,T,Female,Hispanic,NotLEP,No,1,No,1341,Notapproach
323208,bla,T,Female,Hispanic,NotLEP,No,2,No,1532,Approaches
323223,carm,T,Male,Afamerican,NotLEP,No,1,No,1633,Masters
323223,carm,T,Male,Afamerican,NotLEP,No,2,No,1564,Approaches
323257,bus,C,Male,Hispanic,LEP,No,1,No,1562,Meets
323257,bus,C,Male,Hispanic,LEP,No,2,No,1667,Masters
323322,bla,T,Female,Hispanic,LEP,No,1,Yes,1593,Meets
323322,bla,T,Female,Hispanic,LEP,No,2,Yes,1776,Masters
323323,bla,T,Female,Hispanic,LEP,No,1,No,1411,Notapproach
323336,bla,T,Female,Afamerican,NotLEP,No,1,No,1356,Notapproach
323394,caro,T,Male,Hispanic,LEP,No,1,No,1239,Notapproach
323394,caro,T,Male,Hispanic,LEP,No,2,No,1342,Notapproach
323616,caro,T,Female,Hispanic,NotLEP,No,1,No,1370,Notapproach
323851,carm,T,Male,Afamerican,NotLEP,No,1,No,1411,Notapproach
323851,carm,T,Male,Afamerican,NotLEP,No,2,No,1470,Approaches
323858,bla,T,Male,Hispanic,LEP,No,1,Yes,1569,Meets
324179,bla,T,Male,Afamerican,NotLEP,No,1,No,1434,Approaches
324237,jon,C,Male,White,LEP,No,1,No,1356,Notapproach
324322,carm,T,Male,Asian,LEP,No,1,No,990,Notapproach
324322,carm,T,Male,Asian,LEP,No,2,No,1489,Approaches
324412,har,C,Female,Hispanic,NotLEP,No,1,No,1434,Approaches
324425,jon,C,Female,White,NotLEP,No,1,No,1341,Notapproach
324474,bus,C,Male,Hispanic,LEP,No,1,Yes,1527,Approaches
324545,bla,T,Male,Hispanic,LEP,No,1,No,1424,Notapproach
324557,har,C,Male,Hispanic,NotLEP,No,1,No,1383,Notapproach
324722,bla,T,Female,Hispanic,LEP,No,1,Yes,1685,Masters
324799,carm,T,Female,Hispanic,NotLEP,No,1,No,1451,Approaches
324799,carm,T,Female,Hispanic,NotLEP,No,2,No,1698,Masters
324800,bla,T,Male,Hispanic,LEP,No,1,No,1239,Notapproach
324840,carm,T,Female,Hispanic,NotLEP,No,1,No,1424,Notapproach
324901,bla,T,Male,Afamerican,NotLEP,No,1,No,1424,Notapproach
324937,har,C,Female,Hispanic,LEP,No,1,Yes,1308,Notapproach
324963,caro,T,Male,Hispanic,LEP,No,1,Yes,1211,Notapproach
324963,caro,T,Male,Hispanic,LEP,No,2,Yes,1384,Notapproach
325091,carm,T,Female,Afamerican,NotLEP,No,2,No,1619,Meets
326000,bla,T,Male,Hispanic,LEP,No,2,Yes,1331,Notapproach
326006,bla,T,Female,Hispanic,LEP,No,2,Yes,1776,Masters
326450,jon,C,Male,Afamerican,NotLEP,Yes,2,No,1311,Notapproach
326501,har,C,Male,Hispanic,LEP,No,2,Yes,1245,Notapproach
327649,carm,T,Female,Hispanic,LEP,No,2,Yes,1432,Notapproach
328008,jon,C,Male,Hispanic,LEP,No,2,No,1667,Masters
328058,carm,T,Female,Hispanic,LEP,No,2,Yes,1659,Meets
328335,caro,T,Male,White,NotLEP,Yes,2,No,1667,Masters
328405,har,C,Female,Hispanic,LEP,No,2,Yes,1683,Meets
328540,har,C,Female,Afamerican,NotLEP,No,2,No,1411,Notapproach
328718,jon,C,Male,Afamerican,NotLEP,No,2,No,1698,Masters
328878,carm,T,Female,Hispanic,LEP,No,2,No,1582,Meets
328958,jon,C,Female,Hispanic,LEP,No,2,No,1437,Notapproach
329300,jon,C,Female,Afamerican,NotLEP,No,2,No,1411,Notapproach
329394,jon,C,Male,Afamerican,NotLEP,No,2,No,1370,Notapproach
